64	28.385482
80	40.718310
100	56.272946
127	111.412060
128	119.059191
129	97.666409
150	151.894157
180	200.995735
210	231.873504
255	302.860311
256	325.299298
257	211.626970
300	244.875197
350	301.640934
400	305.423806
450	281.176444
511	348.270097
512	383.922877
513	260.772125
600	360.153473
700	346.378807
800	386.723209
900	327.809104
1023	349.655837
1024	375.758081
1025	322.115273
2047	345.184958
2048	369.994004
2049	331.304255
