64	48.726418
80	73.455914
100	74.182950
127	146.951869
128	155.229737
129	128.737007
150	199.714673
180	213.634768
210	228.867837
255	288.452448
256	305.095468
257	196.112283
300	229.610527
350	274.232622
400	277.910826
450	237.505641
511	308.494210
512	331.982847
513	259.416774
600	304.009015
700	310.605338
800	331.507440
900	289.384445
1023	308.268859
1024	327.580022
1025	283.868523
2047	304.019325
2048	321.974905
2049	291.153853
